layer,module,loss,samples,damp,time
0,self_attn.v_proj,0.0000233888,0.05000,2.265
0,self_attn.q_proj,0.0012579404,0.05000,1.906
0,self_attn.k_proj,0.0002016645,0.05000,2.099
0,self_attn.o_proj,0.0000660872,0.05000,0.535
0,mlp.up_proj,0.0006759331,0.05000,1.160
0,mlp.gate_proj,0.0009777857,0.05000,1.166
0,mlp.down_proj,0.0000657163,0.05000,3.993
1,self_attn.k_proj,0.0000731142,0.05000,1.892
1,self_attn.v_proj,0.0000166169,0.05000,1.900
1,self_attn.q_proj,0.0002513222,0.05000,1.907
1,self_attn.o_proj,0.0000268730,0.05000,0.523
1,mlp.gate_proj,0.0206622950,0.05000,1.172
1,mlp.up_proj,0.0169178465,0.05000,1.180
1,mlp.down_proj,0.0214092568,0.05000,4.055
2,self_attn.k_proj,0.0001529424,0.05000,1.896
2,self_attn.v_proj,0.0000637578,0.05000,1.906
2,self_attn.q_proj,0.0007242341,0.05000,1.909
2,self_attn.o_proj,0.0000289489,0.05000,0.508
2,mlp.up_proj,0.0110713686,0.05000,1.166
2,mlp.gate_proj,0.0167912794,0.05000,1.170
2,mlp.down_proj,0.0230348344,0.05000,4.039
3,self_attn.v_proj,0.0000846085,0.05000,1.922
3,self_attn.k_proj,0.0001491533,0.05000,1.929
3,self_attn.q_proj,0.0007052854,0.05000,1.944
3,self_attn.o_proj,0.0000464153,0.05000,0.539
3,mlp.gate_proj,0.0121068121,0.05000,1.413
3,mlp.up_proj,0.0067000462,0.05000,1.417
3,mlp.down_proj,0.0003202611,0.05000,4.005
4,self_attn.k_proj,0.0001716056,0.05000,1.917
4,self_attn.q_proj,0.0008992742,0.05000,1.924
4,self_attn.v_proj,0.0001166283,0.05000,1.923
4,self_attn.o_proj,0.0000604207,0.05000,0.498
4,mlp.up_proj,0.0048546852,0.05000,1.165
4,mlp.gate_proj,0.0078701728,0.05000,1.170
4,mlp.down_proj,0.0002699828,0.05000,4.050
5,self_attn.v_proj,0.0001616909,0.05000,1.964
5,self_attn.k_proj,0.0001960580,0.05000,1.970
5,self_attn.q_proj,0.0009235965,0.05000,1.970
5,self_attn.o_proj,0.0000983195,0.05000,0.502
5,mlp.up_proj,0.0100660782,0.05000,1.166
5,mlp.gate_proj,0.0153420215,0.05000,1.171
5,mlp.down_proj,0.0002495568,0.05000,4.101
6,self_attn.v_proj,0.0001368886,0.05000,1.942
6,self_attn.k_proj,0.0002595360,0.05000,1.944
6,self_attn.q_proj,0.0012380585,0.05000,1.950
6,self_attn.o_proj,0.0000409620,0.05000,0.510
6,mlp.up_proj,0.0034938514,0.05000,1.173
6,mlp.gate_proj,0.0041509422,0.05000,1.177
6,mlp.down_proj,0.0002104821,0.05000,4.093
7,self_attn.v_proj,0.0000895711,0.05000,1.905
7,self_attn.q_proj,0.0005795879,0.05000,1.911
7,self_attn.k_proj,0.0001122875,0.05000,1.918
7,self_attn.o_proj,0.0000639655,0.05000,0.514
7,mlp.gate_proj,0.0034864806,0.05000,1.167
7,mlp.up_proj,0.0033411690,0.05000,1.173
7,mlp.down_proj,0.0002245373,0.05000,4.063
8,self_attn.v_proj,0.0001262182,0.05000,1.941
8,self_attn.k_proj,0.0002035322,0.05000,1.947
8,self_attn.q_proj,0.0011515345,0.05000,1.955
8,self_attn.o_proj,0.0000860319,0.05000,0.517
8,mlp.up_proj,0.0032595153,0.05000,1.173
8,mlp.gate_proj,0.0035422276,0.05000,1.176
8,mlp.down_proj,0.0001986114,0.05000,4.042
9,self_attn.k_proj,0.0001773782,0.05000,1.971
9,self_attn.q_proj,0.0008702989,0.05000,1.975
9,self_attn.v_proj,0.0001023218,0.05000,1.980
9,self_attn.o_proj,0.0000882039,0.05000,0.501
9,mlp.gate_proj,0.0031573596,0.05000,1.159
9,mlp.up_proj,0.0030572028,0.05000,1.165
9,mlp.down_proj,0.0001888135,0.05000,4.053
10,self_attn.k_proj,0.0001654031,0.05000,1.934
10,self_attn.v_proj,0.0001425994,0.05000,1.945
10,self_attn.q_proj,0.0008525195,0.05000,1.949
10,self_attn.o_proj,0.0001212106,0.05000,0.520
10,mlp.gate_proj,0.0030559657,0.05000,1.162
10,mlp.up_proj,0.0028798025,0.05000,1.166
10,mlp.down_proj,0.0001719759,0.05000,3.949
11,self_attn.k_proj,0.0001633536,0.05000,1.917
11,self_attn.v_proj,0.0001168044,0.05000,1.916
11,self_attn.q_proj,0.0008393553,0.05000,1.924
11,self_attn.o_proj,0.0001232057,0.05000,0.493
11,mlp.up_proj,0.0026524864,0.05000,1.173
11,mlp.gate_proj,0.0030127322,0.05000,1.179
11,mlp.down_proj,0.0001547390,0.05000,3.994
12,self_attn.k_proj,0.0002138399,0.05000,1.888
12,self_attn.v_proj,0.0001098957,0.05000,1.893
12,self_attn.q_proj,0.0009942491,0.05000,1.906
12,self_attn.o_proj,0.0000719624,0.05000,0.497
12,mlp.gate_proj,0.0028173582,0.05000,1.165
12,mlp.up_proj,0.0025576737,0.05000,1.165
12,mlp.down_proj,0.0001628494,0.05000,4.023
13,self_attn.v_proj,0.0000923079,0.05000,1.887
13,self_attn.k_proj,0.0001398727,0.05000,1.895
13,self_attn.q_proj,0.0006980769,0.05000,1.897
13,self_attn.o_proj,0.0001054273,0.05000,0.507
13,mlp.up_proj,0.0025375642,0.05000,1.158
13,mlp.gate_proj,0.0026380162,0.05000,1.162
13,mlp.down_proj,0.0001384861,0.05000,3.997
14,self_attn.v_proj,0.0001825937,0.05000,1.886
14,self_attn.q_proj,0.0016174650,0.05000,1.893
14,self_attn.k_proj,0.0002395144,0.05000,1.894
14,self_attn.o_proj,0.0000786336,0.05000,0.497
14,mlp.gate_proj,0.0028211582,0.05000,1.153
14,mlp.up_proj,0.0028617237,0.05000,1.160
14,mlp.down_proj,0.0001582350,0.05000,3.988
15,self_attn.q_proj,0.0014124077,0.05000,1.930
15,self_attn.k_proj,0.0001637819,0.05000,1.941
15,self_attn.v_proj,0.0001472941,0.05000,1.946
15,self_attn.o_proj,0.0001436775,0.05000,0.492
15,mlp.up_proj,0.0024073646,0.05000,1.166
15,mlp.gate_proj,0.0025458827,0.05000,1.169
15,mlp.down_proj,0.0001348749,0.05000,4.025
16,self_attn.k_proj,0.0002088615,0.05000,1.897
16,self_attn.v_proj,0.0001613200,0.05000,1.907
16,self_attn.q_proj,0.0011049955,0.05000,1.911
16,self_attn.o_proj,0.0000897470,0.05000,0.501
16,mlp.up_proj,0.0027857562,0.05000,1.167
16,mlp.gate_proj,0.0028364978,0.05000,1.171
16,mlp.down_proj,0.0001636242,0.05000,4.089
17,self_attn.k_proj,0.0001272650,0.05000,1.887
17,self_attn.q_proj,0.0010436334,0.05000,1.896
17,self_attn.v_proj,0.0002217224,0.05000,1.902
17,self_attn.o_proj,0.0000820456,0.05000,0.498
17,mlp.gate_proj,0.0029697870,0.05000,1.203
17,mlp.up_proj,0.0029541621,0.05000,1.204
17,mlp.down_proj,0.0002223591,0.05000,4.024
18,self_attn.q_proj,0.0009322823,0.05000,1.916
18,self_attn.k_proj,0.0001547492,0.05000,1.926
18,self_attn.v_proj,0.0001576051,0.05000,1.934
18,self_attn.o_proj,0.0001629709,0.05000,0.518
18,mlp.up_proj,0.0032329438,0.05000,1.167
18,mlp.gate_proj,0.0032811181,0.05000,1.172
18,mlp.down_proj,0.0002905420,0.05000,4.055
19,self_attn.k_proj,0.0001710743,0.05000,1.911
19,self_attn.v_proj,0.0003426802,0.05000,1.921
19,self_attn.q_proj,0.0012891873,0.05000,1.924
19,self_attn.o_proj,0.0001488164,0.05000,0.520
19,mlp.gate_proj,0.0036453498,0.05000,1.173
19,mlp.up_proj,0.0039195792,0.05000,1.179
19,mlp.down_proj,0.0005242929,0.05000,3.982
20,self_attn.k_proj,0.0001847802,0.05000,1.897
20,self_attn.v_proj,0.0004453750,0.05000,1.899
20,self_attn.q_proj,0.0014690632,0.05000,1.907
20,self_attn.o_proj,0.0001899834,0.05000,0.501
20,mlp.gate_proj,0.0037636156,0.05000,1.196
20,mlp.up_proj,0.0038632844,0.05000,1.203
20,mlp.down_proj,0.0004453271,0.05000,3.958
21,self_attn.k_proj,0.0001704778,0.05000,1.899
21,self_attn.v_proj,0.0003749538,0.05000,1.908
21,self_attn.q_proj,0.0014004615,0.05000,1.914
21,self_attn.o_proj,0.0001636426,0.05000,0.493
21,mlp.gate_proj,0.0051600887,0.05000,1.170
21,mlp.up_proj,0.0051750688,0.05000,1.171
21,mlp.down_proj,0.0007614601,0.05000,4.141
22,self_attn.v_proj,0.0004624089,0.05000,1.935
22,self_attn.q_proj,0.0013482270,0.05000,1.943
22,self_attn.k_proj,0.0002037712,0.05000,1.947
22,self_attn.o_proj,0.0001653806,0.05000,0.494
22,mlp.gate_proj,0.0060912406,0.05000,1.154
22,mlp.up_proj,0.0060402868,0.05000,1.160
22,mlp.down_proj,0.0010070600,0.05000,4.011
23,self_attn.v_proj,0.0007108835,0.05000,1.883
23,self_attn.k_proj,0.0002375256,0.05000,1.886
23,self_attn.q_proj,0.0020202413,0.05000,1.894
23,self_attn.o_proj,0.0001688888,0.05000,0.520
23,mlp.gate_proj,0.0062183892,0.05000,1.148
23,mlp.up_proj,0.0064816624,0.05000,1.155
23,mlp.down_proj,0.0011308248,0.05000,3.980
24,self_attn.k_proj,0.0002481961,0.05000,1.872
24,self_attn.q_proj,0.0018550260,0.05000,1.884
24,self_attn.v_proj,0.0011066326,0.05000,1.890
24,self_attn.o_proj,0.0002589244,0.05000,0.498
24,mlp.up_proj,0.0066293744,0.05000,1.150
24,mlp.gate_proj,0.0061726185,0.05000,1.150
24,mlp.down_proj,0.0013107620,0.05000,4.063
25,self_attn.v_proj,0.0011624142,0.05000,1.968
25,self_attn.k_proj,0.0002528468,0.05000,1.966
25,self_attn.q_proj,0.0023977141,0.05000,1.981
25,self_attn.o_proj,0.0005012281,0.05000,0.505
25,mlp.up_proj,0.0070635081,0.05000,1.153
25,mlp.gate_proj,0.0060965962,0.05000,1.156
25,mlp.down_proj,0.0017161956,0.05000,4.108
26,self_attn.k_proj,0.0002614563,0.05000,1.979
26,self_attn.q_proj,0.0020867962,0.05000,1.995
26,self_attn.v_proj,0.0015895053,0.05000,1.999
26,self_attn.o_proj,0.0002325104,0.05000,0.518
26,mlp.gate_proj,0.0061272474,0.05000,1.154
26,mlp.up_proj,0.0073679599,0.05000,1.160
26,mlp.down_proj,0.0385939768,0.05000,4.026
27,self_attn.v_proj,0.0015618192,0.05000,1.916
27,self_attn.q_proj,0.0019898924,0.05000,1.924
27,self_attn.k_proj,0.0002109093,0.05000,1.929
27,self_attn.o_proj,0.0012598055,0.05000,0.504
27,mlp.gate_proj,0.0093551328,0.05000,1.172
27,mlp.up_proj,0.0096455435,0.05000,1.177
27,mlp.down_proj,0.0077366813,0.05000,3.958
